patients.address_found,patients.city_found,patients.common_name,patients.county_found,patients.found_at,patients.disposition,patients.keywords,admissions.id,admissions.case_year,people.postal_code
Seashore Point Wellness Center,Provincetown,Common Grackle,Barnstable County,8/1/2019,Died in 24hr,"Orphaned, Fell from Nest",1201,2019,
10 Jan Sebastian Way,Sandwich,European Starling,Barnstable County,7/1/2019,Died in 24hr,,1202,2019,2601
Uncle Albert's Drive,Chatham,Eastern Cottontail,Barnstable County,7/2/2019,Released,Entrapment - Pool,1203,2019,2633
15 Coolidge Way,Dennis,Eastern Cottontail,Barnstable County,7/2/2019,Euthanized in 24hr,"Animal Interaction, Injured",1204,2019,2638
Unknown,Unknown,Eastern Cottontail,,7/2/2019,Transferred,"Orphaned, Parent Known Dead",1205,2019,2633
Unknown,Unknown,Eastern Cottontail,,7/2/2019,Transferred,"Orphaned, Parent Known Dead",1206,2019,2633
929 Route 28,Harwich,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Nest/Habitat Disturbed, Orphaned",1207,2019,2633
929 Route 28,Harwich,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Nest/Habitat Disturbed, Orphaned",1208,2019,
929 Route 28,Harwich,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Nest/Habitat Disturbed, Orphaned",1209,2019,2633
929 Route 28,Harwich,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Nest/Habitat Disturbed, Orphaned",1210,2019,2633
2165 State Highway,Eastham,Wild Turkey,Barnstable County,7/2/2019,Euthanized in 24hr,"collision,vehicle",1211,2019,
193 Barcliff Avenue,Chatham,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Animal Interaction - Dog, Nest/Habitat Disturbed, Orphaned",1212,2019,2633
193 Barcliff Avenue,Chatham,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Animal Interaction - Dog, Nest/Habitat Disturbed, Orphaned",1213,2019,2633
193 Barcliff Avenue,Chatham,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Animal Interaction - Dog, Nest/Habitat Disturbed, Orphaned",1214,2019,2633
193 Barcliff Avenue,Chatham,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,"Animal Interaction - Dog, Nest/Habitat Disturbed, Orphaned",1215,2019,2633
Camp Edwards Army Base,Bourne,Barn Swallow,Barnstable County,7/2/2019,Died in 24hr,,1216,2019,2532
9 Lakeview Drive,Harwich,Eastern Cottontail,Barnstable County,7/2/2019,Euthanized in 24hr,Poisoning,1217,2019,2645
23 Rose Lane,Harwich,Eastern Cottontail,Barnstable County,7/2/2019,Transferred,Orphaned,1218,2019,
Unknown,Truro,Northern Gannet,Barnstable County,7/2/2019,Euthanized in 24hr,Disease,1219,2019,
29 Salt Works,Chatham,Common Eider,Barnstable County,7/2/2019,Died in 24hr,Disease,1220,2019,
1 Commercial Street,Provincetown,Common Eider,Barnstable County,7/2/2019,Died in 24hr,,1221,2019,
151 Bunker hill Rd.,Osterville,Chipping Sparrow,Barnstable County,7/2/2019,Died in 24hr,orphan,1222,2019,
1/4 north of Shell Gas on Route6,Wellfleet,Eastern Box Turtle,Barnstable County,7/3/2019,Transferred,"Animal Interaction, Collision - Vehicle, Injured",1223,2019,2652
Unknown,Harwich,Eastern Cottontail,Barnstable County,7/3/2019,Died in 24hr,,1224,2019,2645
Unknown,Unknown,Eastern Cottontail,,10/15/2019,Dead on arrival,,1225,2019,
3 Main Street,Chatham,Eastern Cottontail,Barnstable County,7/3/2019,Transferred,Animal Interaction - Dog,1226,2019,2633
870 Long Pond Road,Plymouth,Brown-headed Cowbird,Plymouth County,7/2/2019,Died +24hr,Orphan,1227,2019,
Unknown,Eastham,Eastern Gray Squirrel,Barnstable County,7/3/2019,Dead on arrival,Poisoning,1228,2019,
28 Gingerbread Lane,Yarmouthport,Black-capped Chickadee,Barnstable County,10/15/2019,Died +24hr,Orphaned,1229,2019,
Town Neck Boardwalk,Sandwich,House Finch,2563,7/1/2019,Died in 24hr,Orphaned,1230,2019,
291 US-6,Wellfleet,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1231,2019,2663
291 US-6,Wellfleet,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1232,2019,2663
291 US-6,Wellfleet,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1233,2019,2663
Bells Neck Road,Harwich,Common Grackle,Barnstable County,7/4/2019,Euthanized in 24hr,"Orphaned, Fell from Nest, Entrapment - Pond",1234,2019,2601
11 Sharon Road,South Yarmouth,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1235,2019,
11 Sharon Road,South Yarmouth,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1236,2019,
11 Sharon Road,South Yarmouth,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1237,2019,
11 Sharon Road,South Yarmouth,Eastern Cottontail,Barnstable County,7/4/2019,Euthanized in 24hr,Orphaned,1238,2019,
1069 Brown's Neck Road,Wellfleet,Great Crested Flycatcher,Barnstable County,7/3/2019,Died in 24hr,Orphaned,1239,2019,
Setucket Road/Mayfair Road,Yarmouth,Fish Crow,Barnstable County,7/4/2019,Died in 24hr,orphan,1240,2019,14850
Prince Street,Dennis,Baltimore Oriole,Barnstable County,7/4/2019,Euthanized in 24hr,"Fell from Nest, Collision,orphan",1241,2019,2026
Eliphamet Lane (Mill Pond Landing),Chatham,Common Loon,Barnstable County,7/4/2019,Euthanized in 24hr,Injured,1242,2019,
57 Eldredge Parkway,Orleans,Eastern Cottontail,Barnstable County,7/5/2019,Died in 24hr,Animal Interaction - Cat,1243,2019,
Red River,Harwich,White-winged Scoter,Barnstable County,7/5/2019,Died +24hr,"Behavioral Stranding, Projectile",1244,2019,2633
Surf Drive Beach,Falmouth,Red-throated Loon,Barnstable County,7/5/2019,Died +24hr,Behavioral Stranding,1245,2019,2556
35 Weir Road,Eastham,Downy Woodpecker,Barnstable County,7/5/2019,Released,Collision - Window,1246,2019,2642
Old Queen Anne Road & Captain Kendrick,Chatham,Common Snapping Turtle,Barnstable County,7/5/2019,Released,Collision - Vehicle,1247,2019,
Massasoit Road,Eastham,Eastern Cottontail,Barnstable County,7/5/2019,Euthanized in 24hr,Collision - Vehicle,1248,2019,2642
Skaket Beach - out on the flats,Orleans,Eastern Box Turtle,Barnstable County,7/6/2019,Released,Kidnapped,1249,2019,2642
68 Judges Way,Chatham,Eastern Cottontail,Barnstable County,7/6/2019,Euthanized in 24hr,Animal Interaction,1250,2019,
25 Monument Road,Orleans,Baltimore Oriole,Barnstable County,7/6/2019,Euthanized in 24hr,Collision - Window,1251,2019,2653
90 Bridge Street  Chatham boat ramp,Chatham,Common Loon,Barnstable County,7/6/2019,Died +24hr,Behavioral Stranding,1252,2019,2633
Unknown,Chatham,Eastern Cottontail,Barnstable County,7/6/2019,Euthanized in 24hr,,1253,2019,6810
Unknown,Provincetown,House Sparrow,Barnstable County,7/6/2019,Died in 24hr,Orphaned,1254,2019,
50 South Yarmouth Road,Dennis,Eastern Cottontail,Barnstable County,7/7/2019,Euthanized in 24hr,Animal Interaction - Cat,1255,2019,2638
35 George Ryder Road South,Chatham,Herring Gull,Barnstable County,7/7/2019,Euthanized in 24hr,,1256,2019,
441 Lower County Road,Harwichport,Blue Jay,Barnstable County,7/7/2019,Released,Orphaned,1257,2019,2646
Tremont Street,Provincetown,Blue Jay,Barnstable County,7/7/2019,Euthanized in 24hr,Animal Interaction - Cat,1258,2019,
Lothrop Road   (Bell's Neck area),Harwich,Yellow Warbler,Barnstable County,7/8/2019,Released,,1259,2019,2645
Bill's Sunoco  Route 28,Orleans,White-footed Mouse,Barnstable County,7/8/2019,Died in 24hr,Orphaned,1260,2019,2653
69 Morning Glory Drive,Dennis,Red-tailed Hawk,Barnstable County,7/8/2019,Dead on arrival,Entrapment - Pool,1261,2019,1746
7 Elkanah Street,Chatham,Gray Catbird,Barnstable County,7/10/2019,Died in 24hr,,1262,2019,
Corporation Beach,Dennis,Common Eider,Barnstable County,7/10/2019,Died in 24hr,Behavioral Stranding,1263,2019,1543
25 Eric's Way  P.O. Box 267,Wellfleet,Common Grackle,Barnstable County,7/10/2019,Euthanized in 24hr,,1264,2019,2667
Unknown,Mashpee,Eastern Cottontail,Barnstable County,7/10/2019,Euthanized in 24hr,Animal Interaction,1265,2019,2649
251 Commons Way,Brewster,Cooper's Hawk,Barnstable County,7/10/2019,Died +24hr,,1266,2019,
Provincetown Pier,Provincetown,Rock Pigeon,Barnstable County,7/11/2019,Euthanized in 24hr,,1267,2019,2651
70 Spring Valley Road,Wellfleet,Northern Cardinal,Barnstable County,7/11/2019,Euthanized in 24hr,Fell from Nest,1268,2019,2667
Unknown,Eastham,Eastern Box Turtle,Barnstable County,7/12/2019,Euthanized in 24hr,Collision - Vehicle,1269,2019,
154 Commercial Street,Provincetown,House Sparrow,Barnstable County,7/12/2019,Died +24hr,storm,1270,2019,
665 Commercial Street,Provincetown,Black Scoter,Barnstable County,7/12/2019,Died +24hr,,1271,2019,
Bridge Road,Eastham,Diamondback Terrapin,Barnstable County,7/12/2019,Euthanized in 24hr,Collision - Vehicle,1272,2019,
39 Rainbow Way,Harwich,House Finch,Barnstable County,7/12/2019,Died in 24hr,,1273,2019,2645
Harvard Park,Cambridge,American Robin,Middlesex County,7/12/2019,Died in 24hr,"Collision,orphan",1274,2019,2139
Unknown,Brewster,Eastern Cottontail,Barnstable County,7/13/2019,Euthanized in 24hr,Animal Interaction,1275,2019,2645
720 Great Fields Road,Brewster,Eastern Cottontail,Barnstable County,7/13/2019,Euthanized in 24hr,Animal Interaction - Cat,1276,2019,2631
Route 28 West,Middleboro,Eastern Painted Turtle,Plymouth County,7/13/2019,Euthanized in 24hr,Collision - Vehicle,1277,2019,2346
864 Summer Street,Marshfield,Chimney Swift,Plymouth County,7/13/2019,Dead on arrival,"Orphaned, Injured",1278,2019,
864 Summer Street,Marshfield,Chimney Swift,Plymouth County,7/13/2019,Died in 24hr,"Orphaned, Injured",1279,2019,
Unknown,Unknown,Blue Jay,,7/13/2019,Died in 24hr,Orphan,1280,2019,
45 Todd Road,South Yarmouth,American Robin,Barnstable County,7/13/2019,Dead on arrival,Orphaned,1281,2019,
11 Smith Lane,Eastham,Gray Catbird,Barnstable County,7/13/2019,Died +24hr,Collision - Window,1282,2019,
23 Rumson Way,Chatham,Meadow Vole,Barnstable County,7/14/2019,Euthanized in 24hr,Orphaned,1283,2019,2633
23 Rumson Way,Chatham,Meadow Vole,Barnstable County,7/14/2019,Euthanized in 24hr,Orphaned,1284,2019,2633
23 Rumson Way,Chatham,Meadow Vole,Barnstable County,7/14/2019,Euthanized in 24hr,Orphaned,1285,2019,2633
23 Rumson Way,Chatham,Meadow Vole,Barnstable County,7/14/2019,Euthanized in 24hr,Orphaned,1286,2019,2633
23 Rumson Way,Chatham,Meadow Vole,Barnstable County,7/14/2019,Euthanized in 24hr,Orphaned,1287,2019,2633
23 Rumson Way,Chatham,Meadow Vole,Barnstable County,7/14/2019,Euthanized in 24hr,Orphaned,1288,2019,2633
Race Point Beach,Provincetown,Least Tern,Barnstable County,7/14/2019,Euthanized in 24hr,,1289,2019,
72 Belmont Park Road,Brewster,Wild Turkey,Barnstable County,7/14/2019,Died in 24hr,"Orphaned, Fell from Nest",1290,2019,2631
170 West Main Street,Wellfleet,Long-tailed Weasel,Barnstable County,7/14/2019,Euthanized in 24hr,Poisoning,1291,2019,
484 Gulls Way,Brewster,Eastern Cottontail,Barnstable County,7/14/2019,Euthanized in 24hr,Animal Interaction,1292,2019,2631
63 Punkhorn Road,Harwich,Bald Eagle,Barnstable County,7/18/2019,Released,Disease,1293,2019,
Corner of Pond & Bayview,North Truro,Bald Eagle,Barnstable County,7/20/2019,Released,"Behavioral Stranding, Injured",1294,2019,
Herring Cove Beach,Provincetown,Northern Gannet,Barnstable County,7/31/2019,Euthanized +24hr,Behavioral Stranding,1295,2019,2667
Duxbury Beach,Duxbury,Piping Plover,Barnstable County,8/15/2019,Released,Orphaned,1296,2019,2601
Pilgrim Lake,Provincetown,Gray Catbird,Barnstable County,8/24/2019,Died +24hr,Collision - Vehicle,1297,2019,
Fish Pier,Chatham,Iceland Gull,Barnstable County,8/26/2019,Euthanized +24hr,,1298,2019,2633
Fisherman's Landing  Nickerson State Park,Brewster,Herring Gull,Barnstable County,8/26/2019,Died in 24hr,,1299,2019,
75 Pine Woods Road,Eastham,Eastern Cottontail,Barnstable County,8/26/2019,Died +24hr,Animal Interaction - Cat,1300,2019,2642
21 Timber Lane,South Dennis,Wild Turkey,Barnstable County,8/27/2019,Euthanized +24hr,,1301,2019,2660
15 Eagle Wind Lane  P.O. Box 203,Brewster,Eastern Chipmunk,Barnstable County,8/27/2019,Died in 24hr,Foreign Objects - String,1302,2019,2631
Stop & Shop parking lot,Harwich,White-footed Mouse,Barnstable County,7/12/2019,Released,Orphaned,1303,2019,2631
Orleans Dump,Orleans,White-footed Mouse,Barnstable County,7/13/2019,Released,"Orphaned, Parent Known Dead",1304,2019,2654
Orleans Dump,Orleans,White-footed Mouse,Barnstable County,7/13/2019,Released,"Orphaned, Parent Known Dead",1305,2019,
Settlers Drive,Brewster,Eastern Box Turtle,Barnstable County,8/7/2019,Released,Injured,1306,2019,2646
65 Anchor's Way,North Eastham,Eastern Box Turtle,Barnstable County,9/4/2019,Released,Bot Fly Infestation,1307,2019,2651
Unknown,Harwichport,Virginia Opossum,Vishakhapatnam,9/6/2019,Euthanized +24hr,Injured,1308,2019,6601
Church Street & Cemetary Road,Harwich,Eastern Cottontail,Barnstable County,9/6/2019,Released,Collision - Vehicle,1309,2019,2645
96 Old High Toss Road,Wellfleet,Fish Crow,Barnstable County,9/7/2019,Died +24hr,Disease,1310,2019,2667
Cold Storage Beach,Dennis,Common Snapping Turtle,,9/7/2019,Died +24hr,,1311,2019,2631
Cold Storage Beach,Dennis,Common Snapping Turtle,,9/7/2019,Died +24hr,,1312,2019,2631
Unable to read form.,Chatham,Eastern Cottontail,Barnstable County,9/8/2019,Died in 24hr,Animal Interaction,1313,2019,
Near Transfer Station,Wellfleet,Eastern Box Turtle,Barnstable County,9/8/2019,Died in 24hr,Collision - Vehicle,1314,2019,2645
94 Tonset Road,Orleans,Gray Catbird,Barnstable County,9/9/2019,Died +24hr,,1315,2019,2653
Race Point Beach,Provincetown,Common Tern,Barnstable County,9/9/2019,Dead on arrival,,1316,2019,
West End Beach,Provincetown,Northern Gannet,Barnstable County,9/9/2019,Died in 24hr,,1317,2019,
183 Govenor Bradford Road,Brewster,Downy Woodpecker,Barnstable County,9/10/2019,Euthanized in 24hr,,1318,2019,
Nauset Beach,Orleans,Herring Gull,Barnstable County,9/10/2019,Released,Environmental,1319,2019,2631
40 Lucinda Court,Eastham,Wild Turkey,Barnstable County,8/18/2019,Died in 24hr,Orphan,1320,2019,2642
Howes Street Beach,Dennis,Laughing Gull,Barnstable County,8/20/2019,Died in 24hr,Foreign Objects - Fishing Line,1321,2019,2130
10 Ellis Drive,Harwich,Wild Turkey,Barnstable County,8/20/2019,Dead on arrival,Collision - Vehicle,1322,2019,
Queen Anne Road,Harwich,Double-crested Cormorant,Barnstable County,8/20/2019,Dead on arrival,Collision - Vehicle,1323,2019,2633
105 South Street,Dennis,Gray Catbird,Barnstable County,8/20/2019,Euthanized in 24hr,Injured,1324,2019,2660
1 Martha's Lane,Harwich,Eastern Cottontail,Barnstable County,8/20/2019,Died in 24hr,,1325,2019,2645
Nauset Beach,Orleans,Common Tern,Barnstable County,8/19/2019,Died +24hr,orphan,1326,2019,
Fort Hill,Eastham,Mourning Dove,Barnstable County,8/21/2019,Released,Orphaned,1327,2019,
Coast Guard Beach,Eastham,Common Tern,Barnstable County,8/22/2019,Euthanized in 24hr,"Behavioral Stranding, orphan",1328,2019,2642
Unknown,Chatham,Ruby-throated Hummingbird,Barnstable County,8/21/2019,Euthanized in 24hr,orphan,1329,2019,2650
Nauset Beach  Standish Road Beach,Orleans,Common Tern,Barnstable County,8/22/2019,Euthanized in 24hr,Injured,1330,2019,6870
Head of the Meadow Beach,Truro,Common Tern,Barnstable County,8/22/2019,Died +24hr,"Disease, orphan",1331,2019,
Lecount Beach  Maguire Landing,Wellfleet,Great Black-backed Gull,Barnstable County,8/23/2019,Died in 24hr,Behavioral Stranding,1332,2019,2663
Air B & B,Cape Cod,Eastern Cottontail,Barnstable County,8/23/2019,Died in 24hr,,1333,2019,
140 Old State Highway,Eastham,Eastern Cottontail,Barnstable County,8/23/2019,Died in 24hr,,1334,2019,2653
Chatham Fishing Pier,Chatham,Great Black-backed Gull,Barnstable County,8/23/2019,Died in 24hr,,1335,2019,8844
Unknown,Brewster,Eastern Cottontail,Barnstable County,8/23/2019,Died in 24hr,,1336,2019,
222 Willimantic Drive,Marstons Mills,Herring Gull,Barnstable County,8/24/2019,Died in 24hr,Injured,1337,2019,
William Maker Way,Brewster,Eastern Cottontail,Barnstable County,8/24/2019,Euthanized in 24hr,,1338,2019,2631
1631 Main Street,Dennis,Eastern Cottontail,Barnstable County,8/24/2019,Euthanized in 24hr,Orphaned,1339,2019,
Goose Neck Road,Yarmouthport,Eastern Cottontail,Barnstable County,8/24/2019,Died in 24hr,,1340,2019,2675
Unknown,Eastham,Great Black-backed Gull,Barnstable County,8/25/2019,Died in 24hr,,1341,2019,83455
185 Tonset Road,East Orleans,Gray Catbird,Barnstable County,8/25/2019,Dead on arrival,,1342,2019,2643
30 Bittersweet Lane,North Chatham,Blue Jay,Barnstable County,8/25/2019,Died in 24hr,orphan,1343,2019,
59 White Oak Trail,Brewster,Eastern Cottontail,Barnstable County,8/25/2019,Died in 24hr,Animal Interaction - Hawk,1344,2019,11201
3 Prence Lane,Orleans,Eastern Cottontail,Barnstable County,8/26/2019,Euthanized in 24hr,"Animal Interaction, Nest/Habitat Disturbed",1345,2019,2653
1738 Main Street,Brewster,Eastern Cottontail,Barnstable County,8/26/2019,Dead on arrival,"Animal Interaction, Nest/Habitat Disturbed, Injured",1346,2019,2631
1738 Main Street,Brewster,Eastern Cottontail,Barnstable County,8/26/2019,Euthanized in 24hr,"Animal Interaction, Nest/Habitat Disturbed, Injured",1347,2019,2631
1738 Main Street,Brewster,Eastern Cottontail,Barnstable County,8/26/2019,Dead on arrival,"Animal Interaction, Nest/Habitat Disturbed, Injured",1348,2019,2631
30 Bradford Lane,Eastham,Eastern Cottontail,Barnstable County,8/26/2019,Died in 24hr,,1349,2019,2176
Race Point Light,Provincetown,Northern Gannet,Barnstable County,8/26/2019,Died in 24hr,Entrapment - String,1350,2019,2657
20 Robinson Court,Chatham,Gray Catbird,Barnstable County,8/26/2019,Euthanized in 24hr,Collision - Vehicle,1351,2019,2633
Unknown,South Orleans,White-footed Mouse,Vishakhapatnam,8/26/2019,Released,,1352,2019,
UPS Store,Harwich,Eastern Cottontail,Barnstable County,8/26/2019,Dead on arrival,,1353,2019,2653
2 Johanna Lane,Eastham,Eastern Cottontail,Barnstable County,8/27/2019,Dead on arrival,,1354,2019,2642
25 Hazelmoor Road,South Yarmouth,Eastern Gray Squirrel,Barnstable County,8/2/2019,Released,"Orphaned, Fell from Nest",1355,2019,2601
25 Hazelmoor Road,South Yarmouth,Eastern Gray Squirrel,Barnstable County,8/2/2019,Released,"Orphaned, Fell from Nest",1356,2019,2601
22 Tody Bole Lane,Harwich,Eastern Gray Squirrel,Barnstable County,7/24/2019,Released,"Environmental - Storm, Orphaned, Fell from Nest",1357,2019,2645
22 Tody Bole Lane,Harwich,Eastern Gray Squirrel,Barnstable County,7/24/2019,Released,"Environmental - Storm, Orphaned, Fell from Nest",1358,2019,2645
22 Tody Bole Lane,Harwich,Eastern Gray Squirrel,Barnstable County,7/24/2019,Released,"Environmental - Storm, Orphaned, Fell from Nest",1359,2019,2645
22 Tody Bole Lane,Harwich,Eastern Gray Squirrel,Barnstable County,7/24/2019,Released,"Environmental - Storm, Orphaned, Fell from Nest",1360,2019,2645
22 Tody Bole Lane,Harwich,Eastern Gray Squirrel,Barnstable County,7/24/2019,Released,"Environmental - Storm, Orphaned, Fell from Nest",1361,2019,2645
100 Alden Street,Provincetown,Rock Pigeon,Barnstable County,7/30/2019,Transferred,,1362,2019,2657
Truro Transfer Station,Truro,Great Black-backed Gull,Barnstable County,8/22/2019,Released,,1363,2019,
51 Sea Meadow Drive,Dennis,White-footed Mouse,Barnstable County,8/24/2019,Released,,1364,2019,2660
Inlet area,Chatham,Herring Gull,Barnstable County,9/9/2019,Euthanized +24hr,Injured,1365,2019,2633
99 Eldredge Parkway,Orleans,Sora,Barnstable County,9/11/2019,Died +24hr,Injured,1366,2019,2653
